slug,title,year,importance,theme,subtheme,citationCount,status,download_url,file_path,file_type,bytes,download_reason,error,manual_path_hint,source_url,doi,arxiv
automated-coding-of-political-event-data-783db5e082,Automated Coding of Political Event Data,2013,Important,Classical Political NLP and Information Extraction,Political event data and conflict information extraction,52,manual_needed,,,,0,,,data/paper_cache/manual/automated-coding-of-political-event-data-783db5e082.pdf,https://www.semanticscholar.org/paper/f572d3ae9579b94dd7576ea16ff879ee357c54d9,10.1007/978-1-4614-5311-6_2,
automated-production-of-high-volume-near-real-time-political-event-cf56c6f644,"Automated Production of High-Volume, Near-Real-Time Political Event Data",2011,Important,Classical Political NLP and Information Extraction,Political event data and conflict information extraction,35,manual_needed,,,,0,,semantic_scholar_lookup_failed: HTTP Error 429:,data/paper_cache/manual/automated-production-of-high-volume-near-real-time-political-event-cf56c6f644.pdf,https://www.semanticscholar.org/paper/22317c1fb2e0339771cb6f263e58c31ea421054c,,
automatic-extraction-of-events-from-open-source-text-for-predictive-5f9108660a,Automatic Extraction of Events from Open Source Text for Predictive Forecasting,2013,Important,Classical Political NLP and Information Extraction,Political event data and conflict information extraction,52,manual_needed,,,,0,,semantic_scholar_lookup_failed: HTTP Error 429:,data/paper_cache/manual/automatic-extraction-of-events-from-open-source-text-for-predictive-5f9108660a.pdf,https://www.semanticscholar.org/paper/323d03d202b9fea2696cbfa86ef86a29bea10b50,10.1007/978-1-4614-5311-6_3,
automating-forecasting-question-generation-and-resolution-for-ai-evaluation-5e43b8bce8,Automating Forecasting Question Generation and Resolution for AI Evaluation,2026,Curated,"Forecasting, Geopolitical Risk, and Foresight",Forecasting benchmarks and datasets,1,downloaded,https://arxiv.org/pdf/2601.22444,data/paper_cache/downloads/automating-forecasting-question-generation-and-resolution-for-ai-evaluation-5e43b8bce8.pdf,pdf,718442,arxiv,,,https://www.semanticscholar.org/paper/4a4f53d54e1b284592c3a97c2a1648b834b36231,10.48550/arXiv.2601.22444,2601.22444
automating-public-policy-a-comparative-study-of-conversational-artificial-intell-06cf324dac,Automating public policy: a comparative study of conversational artificial intelligence models and human expertise in crafting briefing notes,2024,Important,"Policymaking, Governance, and Institutional Decision Support",Policy translation and policy brief generation,2,manual_needed,,,,0,,,data/paper_cache/manual/automating-public-policy-a-comparative-study-of-conversational-artificial-intell-06cf324dac.pdf,https://www.semanticscholar.org/paper/883be2ffec2fcb09f0854af0386a98196efc587c,10.1007/s00146-024-02103-x,
bargaining-and-learning-while-fighting-57f744be1f,Bargaining and Learning While Fighting,2003,Core,Political Science and Strategic Judgment Foundations,"Bargaining, signaling, and war",341,manual_needed,,,,0,,semantic_scholar_lookup_failed: HTTP Error 429:,data/paper_cache/manual/bargaining-and-learning-while-fighting-57f744be1f.pdf,https://www.semanticscholar.org/paper/36bd10840fd5ed90ef02b6c7cd285b40fade92dc,10.1111/J.0092-5853.2004.00074.X,
battleagent-multi-modal-dynamic-emulation-on-historical-battles-to-complement-9d3ef8c22f,BattleAgent: Multi-modal Dynamic Emulation on Historical Battles to Complement Historical Analysis,2024,Curated,"Geopolitics, Diplomacy, National Security, and Wargaming",Military decision-making and wargaming,26,downloaded,https://arxiv.org/pdf/2404.15532,data/paper_cache/downloads/battleagent-multi-modal-dynamic-emulation-on-historical-battles-to-complement-9d3ef8c22f.pdf,pdf,14977888,arxiv,,,https://www.semanticscholar.org/paper/fca5511c66bb1f8647063ce2a08a81441a254a36,10.48550/arXiv.2404.15532,2404.15532
battlefield-information-and-tactics-engine-bite-a-multimodal-large-language-644dcef056,Battlefield information and tactics engine (BITE): a multimodal large language model approach for battlespace management,2024,Curated,"Geopolitics, Diplomacy, National Security, and Wargaming",Military decision-making and wargaming,2,manual_needed,,,,0,,semantic_scholar_lookup_failed: HTTP Error 429:,data/paper_cache/manual/battlefield-information-and-tactics-engine-bite-a-multimodal-large-language-644dcef056.pdf,https://www.semanticscholar.org/paper/f2bd489f57933f641dd9dc2a112969a9baa618e2,10.1117/12.3012352,
bayesian-poisson-tensor-factorization-for-inferring-multilateral-relations-from--73ada09947,Bayesian Poisson Tensor Factorization for Inferring Multilateral Relations from Sparse Dyadic Event Counts,2015,Curated,Classical Political NLP and Information Extraction,Political event data and conflict information extraction,112,downloaded,https://arxiv.org/pdf/1506.03493,data/paper_cache/downloads/bayesian-poisson-tensor-factorization-for-inferring-multilateral-relations-from--73ada09947.pdf,pdf,771037,arxiv,,,https://www.semanticscholar.org/paper/4ddb48f5e50ecf3595a0ef2517d36d077f968e25,10.1145/2783258.2783414,1506.03493
before-you-simulate-a-pre-study-benchmark-for-large-language-a55c2caa93,Before You Simulate: A Pre-Study Benchmark for Large Language Model Stability in Political Role-Playing Simulations,2026,Important,Multi-Agent Social Simulation and Synthetic Societies,Synthetic populations and human samples,0,manual_needed,,,,0,,semantic_scholar_lookup_failed: HTTP Error 429:,data/paper_cache/manual/before-you-simulate-a-pre-study-benchmark-for-large-language-a55c2caa93.pdf,https://www.semanticscholar.org/paper/5881e53178afcf627e0e8b0225b93be8934596dc,10.3390/app16042027,
behavioral-differences-between-expert-humans-and-language-models-in-wargame-4896f3be08,Behavioral Differences Between Expert Humans and Language Models in Wargame Simulations / Human vs. Machine,2024,Core,"Geopolitics, Diplomacy, National Security, and Wargaming",Military decision-making and wargaming,23,downloaded,https://arxiv.org/pdf/2403.03407,data/paper_cache/downloads/behavioral-differences-between-expert-humans-and-language-models-in-wargame-4896f3be08.pdf,pdf,462392,arxiv,,,https://arxiv.org/html/2403.03407v4,10.1609/aies.v7i1.31681,2403.03407
bench-to-the-future-a-pastcasting-benchmark-for-forecasting-agents-410a43b274,Bench to the Future: A Pastcasting Benchmark for Forecasting Agents,2025,Curated,"Forecasting, Geopolitical Risk, and Foresight",Forecasting benchmarks and datasets,8,downloaded,https://arxiv.org/pdf/2506.21558,data/paper_cache/downloads/bench-to-the-future-a-pastcasting-benchmark-for-forecasting-agents-410a43b274.pdf,pdf,3553999,arxiv,,,https://www.semanticscholar.org/paper/23ceef7184f878336ab25a444b78f0331fd571de,10.48550/arXiv.2506.21558,2506.21558
benchmarking-llms-for-political-science-a-united-nations-perspective-united-62b8403508,Benchmarking LLMs for Political Science: A United Nations Perspective / United Nations Benchmark,2025,Important,"Geopolitics, Diplomacy, National Security, and Wargaming",Diplomacy and international institutions,5,downloaded,https://arxiv.org/pdf/2502.14122,data/paper_cache/downloads/benchmarking-llms-for-political-science-a-united-nations-perspective-united-62b8403508.pdf,pdf,1253127,arxiv,,,https://arxiv.org/abs/2502.14122,10.48550/arXiv.2502.14122,2502.14122
beyond-black-boxes-designing-and-testing-agentic-ai-systems-for-57573d0a6a,Beyond Black Boxes: Designing and Testing Agentic AI Systems for Strategy,2026,Watchlist,Peripheral and Borderline Materials,Business and managerial strategy,1,manual_needed,,,,0,,semantic_scholar_lookup_failed: HTTP Error 429:,data/paper_cache/manual/beyond-black-boxes-designing-and-testing-agentic-ai-systems-for-57573d0a6a.pdf,https://www.semanticscholar.org/paper/c9b0199c66eb0cc9a80624f97114e643c40ba66c,10.1287/stsc.2025.0432,
beyond-demographics-aligning-role-playing-llm-based-agents-using-human-57c5585942,Beyond Demographics: Aligning Role-playing LLM-based Agents Using Human Belief Networks,2024,Curated,Multi-Agent Social Simulation and Synthetic Societies,Synthetic populations and human samples,41,downloaded,https://arxiv.org/pdf/2406.17232,data/paper_cache/downloads/beyond-demographics-aligning-role-playing-llm-based-agents-using-human-57c5585942.pdf,pdf,872345,arxiv,,,https://www.semanticscholar.org/paper/04e5c40f897098d1781e2d6ee721f5fafcbf0417,10.48550/arXiv.2406.17232,2406.17232
beyond-nash-equilibrium-bounded-rationality-of-llms-and-humans-in-d1d0e77380,Beyond Nash Equilibrium: Bounded Rationality of LLMs and humans in Strategic Decision-making,2025,Curated,"Strategic Reasoning, Games, Negotiation, and Cooperation",Behavioral game tests and human-like strategy,8,downloaded,https://arxiv.org/pdf/2506.09390,data/paper_cache/downloads/beyond-nash-equilibrium-bounded-rationality-of-llms-and-humans-in-d1d0e77380.pdf,pdf,454146,arxiv,,,https://www.semanticscholar.org/paper/fc00e0b0f038966baac6fff21bcbd4514e6d5a59,10.48550/arXiv.2506.09390,2506.09390
beyond-prompt-brittleness-evaluating-the-reliability-and-consistency-of-politica-9170c3f832,Beyond Prompt Brittleness: Evaluating the Reliability and Consistency of Political Worldviews in LLMs,2024,Important,"Politics, Democracy, Public Opinion, and Persuasion","Political ideology, representation, and bias",52,downloaded,https://arxiv.org/pdf/2402.17649,data/paper_cache/downloads/beyond-prompt-brittleness-evaluating-the-reliability-and-consistency-of-politica-9170c3f832.pdf,pdf,5330397,arxiv,,,https://www.semanticscholar.org/paper/292d5013b1642eb7245f3d653695c4d31f4f3aa5,10.1162/tacl_a_00710,2402.17649
bias-beyond-borders-political-ideology-evaluation-and-steering-in-multilingual-9ae72e1f84,Bias Beyond Borders: Political Ideology Evaluation and Steering in Multilingual LLMs,2026,Important,"Politics, Democracy, Public Opinion, and Persuasion",Multilingual and geopolitical bias,1,downloaded,https://arxiv.org/pdf/2601.23001,data/paper_cache/downloads/bias-beyond-borders-political-ideology-evaluation-and-steering-in-multilingual-9ae72e1f84.pdf,pdf,4787457,arxiv,,,https://www.semanticscholar.org/paper/81024568c22b38af2e40df9964ddc91dbd825248,10.48550/arXiv.2601.23001,2601.23001
bias-in-symbolic-compliance-out-gpt-s-reliance-on-gender-69b0f2fa16,"Bias in, symbolic compliance out? GPT's reliance on gender and race in strategic evaluations",2026,Watchlist,Peripheral and Borderline Materials,Business and managerial strategy,0,manual_needed,,,,0,,semantic_scholar_lookup_failed: HTTP Error 429:,data/paper_cache/manual/bias-in-symbolic-compliance-out-gpt-s-reliance-on-gender-69b0f2fa16.pdf,https://www.semanticscholar.org/paper/dfb6c8ffd3d162c2c3496e9c4a14d7f0628aa07b,10.1002/smj.70094,
biased-llms-can-influence-political-decision-making-cf2e0afa48,Biased LLMs can Influence Political Decision-Making,2025,Important,"Policymaking, Governance, and Institutional Decision Support",Strategic and institutional decision support,22,downloaded,https://aclanthology.org/2025.acl-long.328.pdf,data/paper_cache/downloads/biased-llms-can-influence-political-decision-making-cf2e0afa48.pdf,pdf,2586109,acl_anthology_pdf,,,https://aclanthology.org/2025.acl-long.328/,10.18653/v1/2025.acl-long.328,
blueprint-a-social-media-user-dataset-for-llm-persona-evaluation-4263ecbdee,BluePrint: A Social Media User Dataset for LLM Persona Evaluation and Training,2025,Curated,Multi-Agent Social Simulation and Synthetic Societies,"Social networks, movements, and polarization",5,downloaded,https://arxiv.org/pdf/2510.02343,data/paper_cache/downloads/blueprint-a-social-media-user-dataset-for-llm-persona-evaluation-4263ecbdee.pdf,pdf,4580383,arxiv,,,https://www.semanticscholar.org/paper/697b6711620220791955ea0e41b24f534638bfff,10.48550/arXiv.2510.02343,2510.02343
bringing-everyone-to-the-table-an-experimental-study-of-llm-03270d53e8,Bringing Everyone to the Table: An Experimental Study of LLM-Facilitated Group Decision Making,2025,Important,"Policymaking, Governance, and Institutional Decision Support",Policy persuasion and democratic deliberation,1,downloaded,https://arxiv.org/pdf/2508.08242,data/paper_cache/downloads/bringing-everyone-to-the-table-an-experimental-study-of-llm-03270d53e8.pdf,pdf,12533548,arxiv,,,https://www.semanticscholar.org/paper/ea2fa853bcaa3a13880b9538c9a1edaa1d9d360f,10.48550/arXiv.2508.08242,2508.08242
can-a-society-of-generative-agents-simulate-human-behavior-and-36bd3eeb02,Can A Society of Generative Agents Simulate Human Behavior and Inform Public Health Policy? A Case Study on Vaccine Hesitancy,2025,Watchlist,Peripheral and Borderline Materials,Policy-adjacent service delivery and operations,16,downloaded,https://arxiv.org/pdf/2503.09639,data/paper_cache/downloads/can-a-society-of-generative-agents-simulate-human-behavior-and-36bd3eeb02.pdf,pdf,1302852,arxiv,,,https://www.semanticscholar.org/paper/96e60d784c44c95669c36c0aee3c300c7d492833,10.48550/arXiv.2503.09639,2503.09639
can-ai-deliberate-evaluating-deliberative-quality-and-stance-flow-in-bb5b541172,Can AI Deliberate? Evaluating Deliberative Quality and Stance Flow in Multi-Agent LLMs,2026,Curated,"Policymaking, Governance, and Institutional Decision Support",Policy persuasion and democratic deliberation,0,manual_needed,,,,0,,semantic_scholar_lookup_failed: HTTP Error 429:,data/paper_cache/manual/can-ai-deliberate-evaluating-deliberative-quality-and-stance-flow-in-bb5b541172.pdf,https://www.semanticscholar.org/paper/21280dad6ed06cd0a7427c9cb826a9e0f172aa60,10.1145/3772363.3798877,
can-ai-do-strategy-18ec1e90e9,Can AI Do Strategy?,2026,Watchlist,Peripheral and Borderline Materials,Business and managerial strategy,1,manual_needed,,,,0,,semantic_scholar_lookup_failed: HTTP Error 429:,data/paper_cache/manual/can-ai-do-strategy-18ec1e90e9.pdf,https://www.semanticscholar.org/paper/df3612f5be1e2bbd499b9807431f2cd94bb03187,10.1287/stsc.2026.intro.v11.n1,
can-ai-do-strategy-a-dialogue-and-debate-21e1a43b97,Can AI Do Strategy? A Dialogue and Debate,2026,Watchlist,Peripheral and Borderline Materials,Business and managerial strategy,2,manual_needed,,,,0,,semantic_scholar_lookup_failed: HTTP Error 429:,data/paper_cache/manual/can-ai-do-strategy-a-dialogue-and-debate-21e1a43b97.pdf,https://www.semanticscholar.org/paper/8c1a7f651cc9531fb880b1a97b352853fbdde3e4,10.1287/stsc.2026.ed.v11.n1,
can-ai-mediation-improve-democratic-deliberation-7fd2ccee53,Can AI mediation improve democratic deliberation?,2026,Curated,"Policymaking, Governance, and Institutional Decision Support",Policy persuasion and democratic deliberation,0,downloaded,https://arxiv.org/pdf/2601.05904,data/paper_cache/downloads/can-ai-mediation-improve-democratic-deliberation-7fd2ccee53.pdf,pdf,2256825,arxiv,,,https://www.semanticscholar.org/paper/d768caae1760fe807662be18771d1048821b67e0,10.48550/arXiv.2601.05904,2601.05904
can-ai-reflect-public-opinion-evidence-from-replicating-hainmueller-and-e62e432523,Can AI reflect public opinion? Evidence from replicating Hainmueller and Hopkins' immigration experiment with LLMs,2026,Watchlist,"Politics, Democracy, Public Opinion, and Persuasion","Public opinion, polling, and political annotation",0,manual_needed,,,,0,,semantic_scholar_lookup_failed: HTTP Error 429:,data/paper_cache/manual/can-ai-reflect-public-opinion-evidence-from-replicating-hainmueller-and-e62e432523.pdf,https://www.semanticscholar.org/paper/ee9fb2f85a5250d2b828e80140a11366e81f3cd1,10.1016/j.chb.2026.108967,
can-ai-truly-represent-your-voice-in-deliberations-a-comprehensive-8feeeeb4a3,Can AI Truly Represent Your Voice in Deliberations? A Comprehensive Study of Large-Scale Opinion Aggregation with LLMs,2025,Important,"Policymaking, Governance, and Institutional Decision Support",Policy persuasion and democratic deliberation,3,downloaded,https://arxiv.org/pdf/2510.05154,data/paper_cache/downloads/can-ai-truly-represent-your-voice-in-deliberations-a-comprehensive-8feeeeb4a3.pdf,pdf,11046039,arxiv,,,https://www.semanticscholar.org/paper/29ecbb1c2fde56565ea283fb292f17dce21b2f0c,10.48550/arXiv.2510.05154,2510.05154
