title,year,importance,theme,subtheme,source_quality,repo_relevance,curated_tags,tag_count,tag_token_estimate,tag_rationale,model,error
BattleAgent: Multi-modal Dynamic Emulation on Historical Battles to Complement Historical Analysis,2024,Curated,"Geopolitics, Diplomacy, National Security, and Wargaming",Military decision-making and wargaming,substantial_full_text,core,historical battle simulation; multi agent system emulation; granular soldier experience; multi modal battlefield perception; dynamic agent structure; tactical decision modeling; historical empathy education; visual map terrain analysis; micro level military history; bipartite conflict simulation,10,43,"Tags are derived directly from the paper's focus on using multi-agent systems to simulate historical battles at a granular, soldier-level, utilizing multi-modal inputs for tactical decision-making and educational purposes.",Qwen/Qwen3.6-35B-A3B,
Battlefield information and tactics engine (BITE): a multimodal large language model approach for battlespace management,2024,Curated,"Geopolitics, Diplomacy, National Security, and Wargaming",Military decision-making and wargaming,abstract_only,important,wargaming simulation; battlespace management; combat training systems; mechanized warfare; tactical data synthesis; spatial awareness flaws; hallucination risks; military decision making; wargaming,9,29,"Tags derived from the abstract and title describe the specific application domain (wargaming, battlespace management), the operational context (mechanized warfare, tactical data), and the identified limitations (spatial awareness, hallucinations) without inferring details unavailable in the source summary.",Qwen/Qwen3.6-35B-A3B,
Behavioral Differences Between Expert Humans and Language Models in Wargame Simulations / Human vs. Machine,2024,Core,"Geopolitics, Diplomacy, National Security, and Wargaming",Military decision-making and wargaming,substantial_full_text,core,wargame simulation; military decision making; llm behavioral analysis; us china crisis scenario; autonomous military systems; strategic escalation risk; human expert comparison; ai national security; simulation fidelity gap; aggression bias detection,10,39,"Tags are derived directly from the paper's core argument and experimental design, focusing on the specific domain of wargaming, the comparison between human and AI agents, and the identified risks of escalation and bias, while strictly avoiding forbidden broad terms.",Qwen/Qwen3.6-35B-A3B,
Benchmarking LLMs for Political Science: A United Nations Perspective / United Nations Benchmark,2025,Important,"Geopolitics, Diplomacy, National Security, and Wargaming",Diplomacy and international institutions,substantial_full_text,core,un security council; diplomatic voting simulation; resolution adoption prediction; co penholder identification; diplomatic statement generation; multilateral governance benchmark; geopolitical reasoning evaluation; unsc historical records; coalition partner selection; diplomatic text alignment,10,39,"Tags are derived directly from the paper's description of the UNBench benchmark tasks and dataset, focusing on specific diplomatic processes and evaluation metrics while avoiding forbidden broad terms.",Qwen/Qwen3.6-35B-A3B,
COA-GPT: Generative Pre-Trained Transformers for Accelerated Course of Action Development in Military Operations,2024,Curated,"Geopolitics, Diplomacy, National Security, and Wargaming",Military decision-making and wargaming,substantial_full_text,core,course of action generation; military command and control; in context learning; human ai collaboration; wargaming simulation; starcraft ii environment; rapid decision making; strategic planning assistant; military doctrine integration; commander intent alignment,10,40,"Tags are derived directly from the paper's focus on using LLMs for military COA development in a StarCraft II simulation, adhering to the constraint of avoiding forbidden broad AI terms by specifying the domain application and method.",Qwen/Qwen3.6-35B-A3B,
Causal Reasoning and Large Language Models for Military Decision-Making: Rethinking the Command Structures in the Era of Generative AI,2026,Curated,"Geopolitics, Diplomacy, National Security, and Wargaming",Military decision-making and wargaming,partial_text,core,military command structures; hybrid human ai teams; battle scenario evaluation; causal reasoning depth; autonomous command risks; military officer baseline; decision soundness metrics; wargaming integration; operational adaptability; causal reasoning,10,37,"Tags are derived directly from the title, summary, and detailed summary which describe an empirical study on LLMs in military contexts; however, the source is limited to partial text, so specific dataset names or exact metric values are inferred only from the provided abstract.",Qwen/Qwen3.6-35B-A3B,
Critical Foreign Policy Decisions Benchmark: Measuring Diplomatic Preferences in Large Language Models,2025,Important,"Geopolitics, Diplomacy, National Security, and Wargaming",Diplomacy and international institutions,substantial_full_text,important,diplomatic preference measurement; foreign policy bias detection; military escalation modeling; intervention strategy evaluation; alliance dynamics simulation; geopolitical actor swapping; national security risk assessment; foundation model alignment; expert crafted scenario design; state actor bias analysis,10,43,"Tags derive directly from the paper's benchmark structure, evaluation domains, and core findings regarding model biases in high-stakes diplomatic contexts.",Qwen/Qwen3.6-35B-A3B,
Democratizing Diplomacy: A Harness for Evaluating Any Large Language Model on Full-Press Diplomacy,2025,Important,"Geopolitics, Diplomacy, National Security, and Wargaming",Diplomacy and international institutions,substantial_full_text,core,diplomacy game benchmark; multi agent strategic reasoning; prompt engineering optimization; deceptive ai behavior; ai persuasion dynamics; game state representation; strategic fingerprint analysis; unfine tuned model evaluation; negotiation protocol testing; geopolitical simulation harness,10,41,"Tags are derived directly from the paper's focus on evaluating off-the-shelf LLMs in the Diplomacy game via prompt engineering, highlighting specific aspects like deception, persuasion, and strategic analysis without using forbidden broad terms.",Qwen/Qwen3.6-35B-A3B,
DipLLM: Fine-Tuning LLM for Strategic Decision-making in Diplomacy,2025,Curated,"Geopolitics, Diplomacy, National Security, and Wargaming",Diplomacy and international institutions,substantial_full_text,core,no press diplomacy; autoregressive factorization; strategic decision agent; data efficient learning; multiplayer game equilibrium; diplomatic deception; unit level action assignment; nash equilibrium approximation; cicero baseline comparison; game theory application,10,38,"Tags are derived directly from the paper's focus on a fine-tuned agent for the no-press Diplomacy game, emphasizing its autoregressive methodology, data efficiency, and strategic capabilities without using forbidden broad AI or political science terms.",Qwen/Qwen3.6-35B-A3B,
DiplomacyAgent: Do LLMs Balance Interests and Ethical Principles in International Events?,2025,Curated,"Geopolitics, Diplomacy, National Security, and Wargaming",Diplomacy and international institutions,substantial_full_text,core,diplomatic simulation; ethical alignment evaluation; geopolitical risk assessment; multi agent deliberation; fictional scenario testing; national interest bias; international law constraints; model safety benchmarking; decision trajectory analysis; power nation tolerance,10,38,"Tags are derived directly from the paper's focus on simulating diplomatic ethics using fictional scenarios and multi-agent systems, avoiding forbidden broad terms by specifying the method (simulation), task (ethical alignment), and specific biases identified.",Qwen/Qwen3.6-35B-A3B,
